1	京大近くのうどん屋を教えて
2	四条付近に美味しい餃子屋さんはありますか
3	京都駅付近で牛丼屋はありますか
4	三条のカレー屋を探しています
5	金閣寺の近くにラーメン屋はありますか
6	京都駅のハンバーガ
7	三条駅近くのお寿司屋さん
8	銀閣寺の近くの高級料亭の場所を検索して
9	京都御所周りで定食屋に行きたい
10	清水寺周辺でステーキ屋を探したいな
11	蕎麦屋は祇園付近にありますか
12	ハンバーグ屋を二条城周りで探しています
13	百万遍近くのラーメン屋はどこにありますか
14	出町柳付近の食堂へ行きたいな
15	大学付近のカフェを教えて
16	喫茶店とか清水寺の近くにないかな
17	イタリアンレストランを四条烏丸あたりで探して
18	フランス料理レストランに行きたんんだけど京都駅近くにないかな
19	天丼を食べたいんだけど三条あたりで探して
20	一乗寺のラーメン屋を教えて
21	四条で個室のある中華料理
22	あっさりしたものを食べたいんだけど
23	ちょっと小腹を満たせるお店を教えて
24	15人で使える個室があるところを探している
25	ガッツリ系のお店は大学の近くにないかな
26	穴子丼が食べられるお店ってこの近くにありますか
27	デートに使えるオシャレなお店を四条付近で探して
28	大人数ではいれる居酒屋を三条あたりで検索して
29	ベビーカーで入れるお店は京都駅の近くにあるのかな
30	ペット同伴で入れるお店を探して
31	食べ放題で安いお店を大学近くで探して
32	デカ盛りチャレンジができるお店はないかな
33	美味しいケーキが食べられるところ
34	ケーキ食べ放題に行きたいな
35	個室パフェはここらへんにあるかな
36	ゆっくり勉強ができるお店を探して
37	百万遍のあたりでお持ち帰りができるお店はないかな
38	掘りごたつ形式の居酒屋とか四条付近で教えて
39	湯豆腐を食べられるお店を金閣寺付近で検索して
40	川床で食べられるお店って鴨川沿いにありますか
41	郷土料理を出してくれるお店を教えて
42	大学付近であっさりしたものを食べられるお店はありますか
43	安いお寿司を食べられるお店はないかな
44	祇園周辺のビアガーデンがあるお店を探して
45	二条通りでアフタヌーンティーを飲める喫茶店を教えて
46	1万円以内で食べられるフレンチレストランはないかな
47	日本酒に力を入れている居酒屋のおすすめは
48	ワインの種類が多いイタリアン料理屋さんをおすすめして
49	子供も楽しめる日本料理店を教えて
50	清水寺の周辺であっさりした魚料理屋さんを探して
51	京都駅の近くの創作料理屋さんを検索お願い
52	長時間ゆっくりできる喫茶店を探して
53	10時以降も空いている定食屋はここらへんにないかな
54	三条駅近くのこってり系ラーメン屋を教えて
55	四条でおすすめの餃子屋さんを教えて
56	東福寺付近でさくっと食べられるファーストフード店を教えて
57	大学付近のお昼に最適な定食屋さんはどこ
58	スペイン料理がたべたい
59	チェーン店の天ぷら屋をこの付近で検索
60	読書のできる喫茶店はないかな
61	四条でおばんざいを食べられるところ
62	三条通りで評判のいい海鮮丼屋さんを教えて
63	抹茶アイスの美味しいカフェレストランを教えて
64	お刺身みたなさっぱりしたものを食べられるお店を四条付近で検索して
65	祇園付近の食べ放題のスイーツ屋さんはありますか
66	美味しい豆大福を食べられる料理屋さんを探して
67	出町柳付近で朝食が食べられる定食屋を教えて
68	銀閣寺周辺で隠れ家的なレストランを教えて
69	三条に深夜営業の喫茶店はありますか
70	高級感のある日本料理屋さんを紹介して
71	西陣あたりで有名な料亭を教えて
72	すき焼き食べ放題のお店はありますか
73	京都駅周辺で手頃な価格の焼肉屋を教えて
74	ここらへんで天ぷらそばを食べたい
75	清水寺あたりで京都らしい料理屋さんを教えて
76	ハラル料理の食べられるお店を検索して
77	ベジタリアンにおすすめのレストランを紹介して
78	三条にめっちゃ美味しい焼き魚を食べられるお店はあるかな
79	東福寺駅周辺で格安居酒屋を探して
80	近くにおいしいラーメン屋はありますか
81	から揚げがおいしいお店を教えてください
82	西陣で昔ながらの料理屋さんを探して
83	出町柳周辺の居酒屋を教えてください
84	美味しいお寿司屋さんは祇園にありますか
85	寺町通で手頃な価格のステーキ屋さんはありませんか
86	5000円以内の予算で居酒屋を探して
87	烏丸御池で個室がある居酒屋を教えて
88	1万円以内で懐石料理が楽しめるお店はありますか
89	京都駅周辺で評判のいい中華料理屋を探して
90	四条河原町で焼肉が食べたい
91	祇園でお手頃な料理を探して
92	この近くで開いている焼き鳥屋さんを教えて
93	10人以上で利用できるレストランはありますか
94	東山で景色がいいレストランを教えて
95	京都駅で京料理が味わえるレストランはありますか
96	この近くに定食屋はありますか
97	近くで美味しいハンバーガ屋さんを教えて
98	家族で楽しめるレストランを教えて
99	烏丸丸太町にフランス料理のお店はありますか
100	四条大宮に評判のいい餃子屋はありませんか